Unnamed: 0,Participant ID,Question ID,Comment,Label,Sentiment,Label_encoded,Sentiment_encoded,topic_1stpred,topic_2ndpred,prob_topic_0rank,prob_topic_1rank,prob_topic_2rank,prob_topic_3rank,prob_topic_4rank,prob_topic_5rank,prob_topic_6rank,prob_topic_7rank,prob_topic_8rank,prob_topic_9rank,prob_topic_10rank,prob_topic_11rank,prob_topic_12rank,prob_topic_13rank,sentiment_pred,sentiment_2ndpred,prob_sentiment_1st,prob_sentiemnt_2nd
5938,80374,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9991005659103394,0.00018053763778880239,0.00010872243728954345,0.00010228343307971954,6.818849942646922e-05,6.415854295482859e-05,6.156723247840999e-05,5.9726695326389745e-05,5.714149301638827e-05,5.169491487322375e-05,4.103883111383766e-05,4.099994839634746e-05,3.1781168218003586e-05,3.1627118005417294e-05,1,0,0.9989495873451233,0.0006589660188183188
239,74415,One Change,"Assign or give breaks, and/or break area for the employees; as well as, have a place setup for employees personals",Balancing Personal/Productivity (including time off),Negative,1,0,2,1,0.31779181957244873,0.2861291766166687,0.23131589591503146,0.037392735481262214,0.030554657801985737,0.026246719062328342,0.01815932616591454,0.016007795929908752,0.011362472549080849,0.010619732551276684,0.008218696340918541,0.002847936470061541,0.0018008353654295204,0.001552229980006814,0,2,0.9926485419273376,0.007162697613239288
5681,74958,Unique / Unusual,No,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9991005659103394,0.00018053763778880239,0.00010872243728954345,0.00010228343307971954,6.818849942646922e-05,6.415854295482859e-05,6.156723247840999e-05,5.9726695326389745e-05,5.714149301638827e-05,5.169491487322375e-05,4.103883111383766e-05,4.099994839634746e-05,3.1781168218003586e-05,3.1627118005417294e-05,1,0,0.9989495873451233,0.0006589660188183188
6036,87475,One Change,N/a,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9990264177322388,0.00020998452964704484,0.00011166049807798115,0.00011113060463685542,8.035352948354557e-05,7.191085751401259e-05,7.144036499084905e-05,6.333680357784033e-05,5.304695514496416e-05,5.2222650992916904e-05,4.243788498570211e-05,3.841816578642465e-05,3.8313923141686246e-05,2.9328801247174848e-05,1,0,0.998358428478241,0.0010450948029756546
3435,74378,Unique / Unusual,"This company actually cares for its people and residents. It's a fun place to work. Every resident that I have interfaced with, truly is happy they have located there. ",Inspiring Work/Place; Quality,Positive,7,2,7,9,0.9527871012687684,0.03387894481420517,0.004704304505139589,0.0016917302273213866,0.0016869831597432494,0.0011153926607221363,0.0008454925264231862,0.0007721520960330963,0.0007259821868501604,0.00045001233229413634,0.00043456509592942894,0.00037934700958430767,0.00037464781780727213,0.0001533637841930613,2,0,0.9958539009094238,0.0024084325414150953
3617,76172,One Change,"A total assistant living facility,with swimming pool, bathroom with tubs,do that the Residents could enjoy a good body spa. And better dining room,",Inspiring Work/Place; Quality,Negative,7,0,7,2,0.8722124695777893,0.09923822432756424,0.00589992292225361,0.004758781287819147,0.0038784258067607884,0.00312244170345366,0.0026302975602447987,0.0020175529643893238,0.0015082828467711804,0.0014219308504834773,0.0011933671776205301,0.0009319302625954152,0.0007556481868959963,0.00043083404307253664,0,2,0.9896687865257263,0.010066745802760124
4160,56910,Unique / Unusual,I believe the company does work hard at hiring people who they feel would do well working with the elderly.  The training the company offers provides a good foundation for new employees.,Learning & Development,Positive,8,2,12,7,0.6426647305488586,0.0992305353283882,0.06689416617155075,0.06322463601827621,0.04362193867564202,0.031605713069438934,0.014353059232234957,0.011007076129317284,0.008155206218361855,0.007930614054203033,0.005880916491150856,0.002204811666160822,0.0020560533739626408,0.001170582021586597,2,0,0.9876556992530823,0.011287451721727848
1426,91866,Unique / Unusual,Good team,Co-Workers/Teamwork,Negative,3,0,3,7,0.9920759201049804,0.0024265144020318985,0.0014511760091409087,0.0009679734939709307,0.0004968116991221905,0.0004041389329358936,0.00036792777245864267,0.00032556813675910234,0.0002921484410762787,0.00027385377325117593,0.0002683362981770188,0.0002651074028108269,0.00021198279864620415,0.0001724583562463522,2,0,0.9899098873138428,0.006541584152728319
2693,76210,One Change,wages & benefits could be better,Incentives/Growth,Negative,6,0,6,2,0.9553846716880798,0.02814368717372417,0.008282489143311977,0.0017961565172299747,0.0013327569467946887,0.0010693898657336831,0.0007582530961371957,0.0005610037478618324,0.0005561824655160309,0.0005299695185385643,0.00046609042328782385,0.00042665284126996994,0.00038479422801174223,0.00030789320589974517,0,2,0.9967742562294006,0.0029432487208396196
4370,56721,Unique / Unusual,the managers,Management Reliability/Integrity,Positive,9,2,9,3,0.9891756176948548,0.0060052406042814255,0.0011287342058494687,0.0009533396805636584,0.0005443912232294679,0.00035523824044503266,0.0003229061258025468,0.0003125010116491467,0.0002851966419257224,0.0002738227194640785,0.00018611164705362168,0.00018178770551458,0.0001523359678685665,0.0001228356268256903,0,2,0.7207589149475098,0.2780739665031433
1181,75631,Unique / Unusual,I loved working there until the  favoritism and back stabbing and gossiping and  lying surfaced. ,Co-Workers/Teamwork,Negative,3,0,5,3,0.889252245426178,0.04819624125957489,0.02588510699570179,0.009188779629766941,0.00666698394343257,0.0036045177839696407,0.003272010711953044,0.0032525395508855577,0.002873686840757728,0.0021113352850079536,0.0017387274419888856,0.001680343993939459,0.0014530423795804381,0.0008245056960731745,0,2,0.873418390750885,0.12289716303348541
2447,71654,One Change,"Improved, fair pay",Incentives/Growth,Negative,6,0,6,7,0.9891938567161559,0.004331935662776232,0.0014492229092866182,0.0008987740147858857,0.0008735228911973536,0.000631634786259383,0.0005847351858392358,0.000435467140050605,0.00042574745020829136,0.0003715686616487801,0.00025720379198901355,0.0002264055947307497,0.00020328939717728645,0.00011663555778795852,0,2,0.9970506429672241,0.002804757095873356
1934,79686,One Change,We need better communication. ,Communication/Support,Negative,4,0,4,3,0.9955249428749084,0.0008277137530967593,0.0006619638297706842,0.0005937116802670063,0.0003639863862190396,0.0003045864286832512,0.0002751971478573978,0.00027332312311045825,0.0002525449963286519,0.000240040390053764,0.00017789409321267158,0.0001696828257991001,0.00016743619926273823,0.00016691772907506675,0,2,0.9983772039413452,0.0014010841259732842
3012,93442,Unique / Unusual,"Opportunity to advance
Benefits",Incentives/Growth,Positive,6,2,2,6,0.9793257713317872,0.01347531285136938,0.0015187308890745046,0.0012662162771448493,0.0007458346663042902,0.0007414062274619938,0.0007196681690402329,0.0005030552274547516,0.0004177012015134096,0.00030917863477952784,0.0002837390929926187,0.00026657694252207875,0.0002496211382094771,0.00017719213792588562,2,0,0.830294132232666,0.16892702877521515
1446,92048,Unique / Unusual,I absolutely love working for a faith based organization where we keep God and prayer in all that we do. My co-workers are like family and we genuinely care about each other.  I smile when its time to come to work. What a blessing!,Co-Workers/Teamwork,Positive,3,2,3,7,0.9322833418846129,0.055272523313760764,0.003666617209091783,0.002379480516538024,0.0016878618625923991,0.001409853924997151,0.000628808862529695,0.0004443513171281666,0.00043722955160774285,0.0003786572488024831,0.00037820287980139256,0.00037554357550106937,0.00035724317422136664,0.0003002515004482121,2,0,0.9954491257667542,0.002925512380897999
1992,91564,One Change,Improved communication to the home office and the field,Communication/Support,Negative,4,0,4,9,0.9954181909561156,0.0008845760021358726,0.0008435484487563372,0.0005171556840650737,0.0004052903386764228,0.00030262782820500433,0.0002605687186587602,0.0002253729180665687,0.00022352715313900265,0.00020214573305565864,0.0001966997660929337,0.00019589086878113449,0.00018772874318528918,0.00013664879952557382,0,2,0.9970306158065796,0.002851602854207158
756,56817,Unique / Unusual,"It is a very welcoming place, and everyone is nice.",Co-Workers/Teamwork,Positive,3,2,3,7,0.963769555091858,0.02076844871044159,0.004267279990017414,0.0032348432578146453,0.002511155791580677,0.0011881804093718527,0.0010843477211892603,0.0005780212813988327,0.0005388609133660793,0.0005095455562695861,0.0004650506016332656,0.0004283487214706838,0.0003342466661706567,0.00032199412817135453,2,1,0.9950956106185913,0.0028008169028908014
6081,89141,One Change,nothing,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9990932941436768,0.00018251518486067653,9.130847320193423e-05,8.927237649913877e-05,8.635708945803343e-05,7.232608186313882e-05,6.190201384015381e-05,5.8574292779667296e-05,5.096210588817485e-05,4.830874968320131e-05,4.734374670078978e-05,4.2958006815752015e-05,3.745548747247085e-05,3.733573248609901e-05,1,0,0.9985538125038147,0.0009864938911050558
5066,91741,Unique / Unusual,I think they are very organized and offer good support. I feel that the company truly wants to be the best industry and I really like that characteristic because I want to be associated/work with the best,Management Reliability/Integrity,Positive,9,2,9,4,0.8984245657920837,0.04267729818820954,0.04217265173792839,0.0088268481194973,0.0015018997946754098,0.0014437984209507706,0.0012590180849656465,0.0010309881763532758,0.0007610746542923152,0.0005950649501755834,0.00045795773621648555,0.0003736364305950701,0.0002825143747031689,0.00019276297825854272,2,0,0.9960885047912598,0.0029037988279014826
1115,75185,Unique / Unusual,No teamwork or direction for care staff! ,Co-Workers/Teamwork,Negative,3,0,3,4,0.9032070636749268,0.07194261252880096,0.014923552051186563,0.0022386342752724886,0.0015061419690027833,0.0012263311073184011,0.0009735476924106481,0.0007198113016784191,0.0007045875536277889,0.000652240589261055,0.0005799687933176756,0.0005064107244834304,0.0004733693785965442,0.00034561110078357166,0,2,0.8778570294380188,0.12024714052677155
2684,76136,One Change,Slightly higher pay. Other than that I feel very fortunate to work for Valeo. ,Incentives/Growth,Negative,6,0,6,7,0.9882073998451232,0.005224618595093489,0.0014341211644932628,0.0011937409872189164,0.0006358042010106146,0.0005891307373531162,0.000577987520955503,0.0005640701856464148,0.00035951842437498266,0.00033267828985117376,0.0002994139213114977,0.00024483614834025497,0.00018196742166765037,0.000154735374962911,0,2,0.9934752583503723,0.006029005162417889
1221,76337,Unique / Unusual,"I think Bethany has a great amount of people who are welcoming and help you get acclimated to your new role. David, Debbie, Gabby, Jack, and multiple new additions to the team during my time have been instrumental in providing the best care for residents here and making sure we work as a team. Very thankful for these people.",Co-Workers/Teamwork,Positive,3,2,3,7,0.6974498629570007,0.2856244742870331,0.0036110600922256712,0.003549069864675402,0.0029270239174366,0.0015682125231251118,0.0013265630695968864,0.0008470916072838007,0.0007356014684773983,0.0006604880327358843,0.0005579941207543014,0.0005149562493897973,0.0003465411136858165,0.00028111596475355327,2,0,0.9940277338027954,0.004611946642398834
4360,56651,One Change,Helping employees out,Management Reliability/Integrity,Negative,9,0,3,4,0.9448739290237428,0.02218279056251049,0.010422139428555964,0.007254313211888075,0.006001057103276253,0.003490843111649156,0.0013258182443678381,0.0008870653691701592,0.0007629077299498023,0.0007536176708526909,0.0007085135439410807,0.0005771107389591634,0.00045697455061599607,0.00030287678237073123,2,0,0.5997048616409302,0.39909371733665466
5608,74588,One Change,Seems great now.,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9932465553283693,0.002884269692003727,0.0010196662042289972,0.0010041928617283704,0.0003685488773044199,0.0002963821461889893,0.00020329892868176103,0.000190389939234592,0.00018903535965364424,0.0001539378281449899,0.00015096919378265738,0.00010919992200797424,0.00010898258187808095,7.447852840414271e-05,1,2,0.8738122582435608,0.09514345973730087
511,79814,One Change,"More benefits for employees such as vacation time, profit sharing, etc. ",Benefits,Negative,2,0,2,6,0.991235852241516,0.002843718742951751,0.0016938220942392945,0.001015279907733202,0.0005607390194199978,0.0005361145595088601,0.0003997530729975552,0.00034863490145653486,0.00032175020896829665,0.0002620912273414433,0.0002542793517932296,0.00022957965848036108,0.00015004213491920382,0.0001483552041463554,0,2,0.9976934790611267,0.0022039134055376053
5708,75127,One Change,None,No answer/Nothing,No answer/Nothing,10,1,10,7,0.9991706609725952,0.00017083191778510812,9.331127512268722e-05,9.061633318196982e-05,6.860790017526597e-05,5.754648009315133e-05,5.652990512317047e-05,5.6513843446737155e-05,5.036656148149632e-05,4.532327147899196e-05,4.051187352160923e-05,3.8429832784459e-05,3.155606464133598e-05,2.9179884222685356e-05,1,0,0.9986149072647095,0.0009074105182662606
3132,56401,One Change,"The level of care residents require that are being brought in. I work in personal care and for about the past year id say out building is a mixture between personal care, pathways and connections. I understand the level care required is increasing with the populations therefore, I think we should be required to have more PCA's on the floor to assist with the residents rather then the standard 2 we are required right now. ",Inspiring Work/Place; Quality,Negative,7,0,7,12,0.7485314011573792,0.1988563984632492,0.013218525797128677,0.012522266246378422,0.009084358811378479,0.0033367734868079424,0.003142799949273467,0.003098865272477269,0.003097873879596591,0.001967036398127675,0.0015279981307685375,0.0006991596310399473,0.0005115839303471148,0.00040498306043446064,0,2,0.993811309337616,0.005986393429338932
1047,74757,Unique / Unusual,Everyone is always nice.,Co-Workers/Teamwork,Positive,3,2,3,7,0.9625250697135924,0.020966168493032452,0.004258978180587293,0.003313247114419937,0.002421720884740353,0.0019415143178775907,0.0011552056530490518,0.0006416961550712585,0.0005621556774713099,0.0005183423636481166,0.0004828294331673533,0.0004174708155915141,0.0004040799685753882,0.00039148234645836055,2,0,0.9932631850242615,0.0033943301532417536
37,57193,One Change,"The pay rate and sometimes how people are treated defiantly need improvement. When I started I was trained in both AL and Pathways and am currently working on getting my dementia training to I can work back in connections. I'm scheduled around 67 hours a pay period but pick up another 60 during that same pay period on both pathways and AL. I work the most out of pathways and recently they hired a CNA, whom which is making more then me and not working as many hours nor picking up as many as \I have. Granted I understand she has a CNA, but at the end of the day we're both doing the same job and its proven with how often some of us pick up we're doing more then her to get paid less. I feel that's terrible and it makes me not want to come to work some days. So in my opinion either send me to get my CNA and pay me the same amount as her, for again doing the same amount of work as her, or change the pay scale, trying to make it equal because it's defiantly not anywhere equal right now and that is extremely frustrating. ",Appreciation/Recognition,Negative,0,0,6,7,0.9789132475852966,0.010098369792103769,0.0018971171230077746,0.0015840565320104358,0.0013818541774526238,0.001340614166110754,0.0013305727625265718,0.0010468300897628071,0.0007397804874926804,0.0006027631461620331,0.0004500252543948591,0.0002460290270391852,0.0001876238384284079,0.00018117096624337137,0,2,0.9931375980377197,0.006641415413469076
960,74296,One Change,Include workers in the back in things. ,Co-Workers/Teamwork,Negative,3,0,3,12,0.852405846118927,0.08632577210664749,0.02559124119579792,0.0062500694766640654,0.005349173676222564,0.004765509627759457,0.003891955362632871,0.0037967783864587545,0.002868448151275516,0.002396007301285863,0.002375978976488113,0.0014994438970461488,0.0013470256235450506,0.0011367577826604247,0,2,0.9827321171760559,0.01698395609855652
1483,92699,Unique / Unusual,We are family ,Co-Workers/Teamwork,Positive,3,2,3,7,0.9647165536880492,0.025993647053837776,0.002857860177755356,0.001195315970107913,0.0009429900092072783,0.0009130229009315373,0.0006192671717144549,0.0005617894348688424,0.0004386325308587402,0.00043730347533710296,0.00037642702227458363,0.00034422276075929403,0.00033017221721820533,0.0002727612154558301,2,0,0.9939488172531128,0.0038441091310232878
4005,93107,Unique / Unusual,The CARE CULTURE that is highly applicable and respected here.,Inspiring Work/Place; Quality,Positive,7,2,3,7,0.4867627918720245,0.4093927443027496,0.07792142033576965,0.008680824190378189,0.006209069397300482,0.0025403110776096587,0.0016326113836839795,0.001585460500791669,0.0012007765471935274,0.0011125890305265784,0.0010449246037751436,0.0010363253531977532,0.0005270983674563468,0.0003531650290824473,2,0,0.9919106364250183,0.0071238139644265175
101,75239,One Change,"Many wonderful ways of recognizing staff have been implemented which are truly appreciated.  A continuation of those tools of recognition, especially for those who are ""in the trenches"".  ",Appreciation/Recognition,Negative,0,0,0,3,0.9742283821105956,0.008724996820092201,0.004188605584204197,0.003038053400814533,0.0019668093882501125,0.0016620922833681107,0.0014410385629162192,0.0012512255925685167,0.0008138627163134514,0.0006966350483708084,0.0005557879921980202,0.0005525683518499137,0.00044541549868881697,0.0004345786874182522,2,0,0.7546637058258057,0.24314671754837036
1199,76201,Unique / Unusual,Great teamwork!,Co-Workers/Teamwork,Positive,3,2,3,4,0.9918819069862366,0.002468449762091041,0.0011397816706448793,0.00086576072499156,0.0007105563418008388,0.0005175943369977176,0.0005123652517795564,0.00038742134347558016,0.00031004747143015265,0.00028704555006697774,0.0002586008922662586,0.0002331610448891297,0.00021850439952686432,0.00020889341249130664,2,0,0.987564742565155,0.010866610333323479
3356,57723,Unique / Unusual,"I truly enjoy the work I do. I feel that we are making a difference in people's lives. When a new resident comes in for therapy and we get to know them, encourage them to join activities and find the things that interest them, it brings me joy. I never feel blah about coming into work. While the job can be very demanding and at times stressful, other times it doesn't feel like work, since I enjoy it so much. ",Inspiring Work/Place; Quality,Positive,7,2,7,3,0.9886405467987059,0.0059444992803037175,0.0007742911111563443,0.0007366898353211582,0.0007272560033015907,0.0006593595608137548,0.0005170850781723857,0.0004624680732376874,0.0004269952769391239,0.0003680652298498899,0.00027904546004720027,0.00024392502382397646,0.00014265818754211068,7.720346911810338e-05,2,0,0.9815307259559631,0.016798391938209534
5232,93730,Unique / Unusual,company is great morals and what they believe.,Management Reliability/Integrity,Positive,9,2,9,7,0.9423295259475708,0.0329546183347702,0.01286352053284645,0.0037042449694126853,0.0016861411277204752,0.0014383071102201939,0.0012471543159335852,0.0008074284414760767,0.0007673759828321637,0.000543785048648715,0.00046620445209555333,0.0004489227139856666,0.0003871417429763824,0.00035567209124565125,2,0,0.9945677518844604,0.003727841889485717
2583,74867,One Change,"Fair pay. I have worked for this company for at least 5years, starting pay $9.00 an hr I still don't make ten. I stay for the client not the co.",Incentives/Growth,Negative,6,0,6,7,0.9865925908088684,0.006301858928054571,0.0013590281596407294,0.0013576304772868752,0.0007789088995195925,0.0006218136404640973,0.0006174188456498086,0.0005973645602352918,0.0004416964657139033,0.00040247765718959266,0.0003265804261900485,0.00025571478181518614,0.00017730523541104048,0.00016966182738542557,0,2,0.9735807180404663,0.025086775422096252
4725,75123,One Change,Change the Administrator (Deb) and get rid of the DON (Gayle) they make people feel terrible and they gossip way to much. ,Management Reliability/Integrity,Negative,9,0,9,3,0.98428875207901,0.008745649829506874,0.001920785987749696,0.001168346730992198,0.0010066796094179151,0.00046608175034634764,0.00038888369454070926,0.00037776393583044415,0.00037243450060486804,0.0002987954067066312,0.0002871145261451602,0.0002407801803201437,0.000236243344261311,0.00020169612253084781,0,2,0.9966451525688171,0.0031759096309542656
4234,91561,One Change,More training for new field managers. ,Learning & Development,Negative,8,0,8,4,0.959135890007019,0.008177576586604118,0.007993606850504875,0.00702313892543316,0.0034473987761884928,0.002632695250213146,0.0023652492091059685,0.0022287594620138407,0.0020720583852380514,0.001629204023629427,0.0016057416796684265,0.0006749045569449662,0.0005199520383030176,0.0004939158097840847,0,2,0.9983458518981934,0.001537964795716107
6638,74552,One Change,"Hire housekeepers, this is killing caregivers!!,",Staffing and Scheduling,Negative,12,0,12,3,0.96945458650589,0.010082168504595757,0.00640036491677165,0.0026738322339951988,0.002384610939770937,0.00221269391477108,0.002168060978874564,0.0016429667593911288,0.0008312265854328871,0.0007043033838272095,0.0005146502517163754,0.0004279959539417178,0.00027085965848527854,0.00023165425227489322,0,2,0.9956314563751221,0.004143823869526386
1536,93171,One Change,most  freindly,Co-Workers/Teamwork,Negative,3,0,3,11,0.3396982252597809,0.3180270791053772,0.1211901605129242,0.09865333884954453,0.023083148524165157,0.019771888852119446,0.0173412524163723,0.0135275237262249,0.0117444209754467,0.010617700405418871,0.007881572470068932,0.00667530857026577,0.0065120216459035865,0.005276388023048639,2,0,0.9713799357414246,0.021957337856292725
6904,57400,One Change,Find a consistent way to improve our Census,Supplies/Systems,Negative,13,0,7,4,0.2702166736125946,0.21765126287937164,0.15986000001430511,0.08676085621118547,0.05427442491054535,0.050008006393909454,0.031771812587976456,0.030126605182886124,0.028284838423132893,0.02095011994242668,0.018970832228660583,0.015167146921157837,0.01187374908477068,0.0040836455300450325,0,2,0.9971299767494202,0.0025933587457984686
6945,80442,One Change,More supplies,Supplies/Systems,Negative,13,0,13,2,0.9368306994438172,0.013175231404602528,0.010828640311956406,0.009096949361264706,0.005541731137782335,0.005216540768742561,0.004542802460491657,0.003939629532396793,0.003407312789931893,0.0025931717827916145,0.0014833851018920539,0.0014730172697454689,0.001185897970572114,0.0006849790806882082,0,2,0.9972326159477234,0.0025851961690932512
4238,91604,Unique / Unusual,"Good onboarding, good training, access to free online CEUs, generally good facilities (good contracts), have floated a lot and have seen good DORs everywhere I've gone",Learning & Development,Positive,8,2,8,6,0.7955408692359924,0.05595589429140091,0.03423992171883583,0.034221727401018136,0.025651447474956512,0.011453253217041492,0.01123105175793171,0.009712989442050457,0.009407372213900091,0.005894606467336415,0.0038207087200134993,0.001088609453290701,0.0010535178007557988,0.0007280411664396523,2,0,0.9876018166542053,0.010995409451425076
3406,71712,Unique / Unusual,Its Christian based and that means everything to me. We get to pray and talk about the Lord without judgement.,Inspiring Work/Place; Quality,Positive,7,2,7,3,0.5989865064620972,0.35520097613334656,0.014942842535674572,0.007897857576608658,0.005173920653760433,0.003802712308242917,0.002657786244526505,0.002168966457247734,0.001842580852098763,0.001747339265421033,0.0016690528718754651,0.001646902645006776,0.0012675924226641655,0.0009949475061148405,2,0,0.9957882761955261,0.003127711359411478
3039,93783,One Change,Better pay,Incentives/Growth,Negative,6,0,6,7,0.9915503263473512,0.003400236833840609,0.0010817839065566661,0.0006545161595568062,0.0005241045146249236,0.0005210375529713929,0.0005154911195859313,0.00034686896833591163,0.0003249137662351132,0.0003075195127166808,0.00027804897399619216,0.00020173854136373848,0.0001616533118067309,0.0001317449641646817,0,2,0.9981424808502197,0.0016928536351770163
2138,93645,Unique / Unusual,I love the autonomy I have always felt here. The people genuinely care about each other and there's laughter!,Communication/Support,Positive,4,2,3,4,0.9171109795570374,0.061020053923130035,0.008693517185747623,0.0025520678609609604,0.002366103930398822,0.002267753006890416,0.0013286697212606668,0.0008570710779167713,0.0007681010756641626,0.0007115815533325076,0.0006961642066016793,0.0006584603688679637,0.0005295547307468951,0.0004399320168886334,2,0,0.9959391355514526,0.002845345064997673
